Provincia,Localidad,Hospital / Unidad Docente,Especialidad,Plazas Ofertadas,Latitud,Longitud
ALICANTE/ALACANT,ALICANTE / ALACANT,UDM PEDIATRÍA DEL H. GENERAL UNIVERSITARIO DE ALICANTE. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,2,38.7085187,-0.4655401
ALICANTE/ALACANT,ALICANTE / ALACANT,UDM SALUD LABORAL C.VALENCIANA. H. GRAL DE ALICANTE. PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,1,38.7085187,-0.4655401
ALICANTE/ALACANT,DÉNIA,UDM AFYC DE ALICANTE. DENIA. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,2,38.8408382,0.1061105
ALICANTE/ALACANT,DÉNIA,UDM OBSTETRICIA Y GINECOLOGÍA DEPARTAMENTO DE DENIA. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,2,38.8408382,0.1061105
ALICANTE/ALACANT,DÉNIA,UDM PEDIATRÍA DEL H. DE DENIA -MARINA SALUD. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,1,38.8408382,0.1061105
ALICANTE/ALACANT,ELCHE / ELX,UDM SALUD MENTAL HOSPITAL GENERAL UNIVERSITARIO ELCHE. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,2,38.2653307,-0.6988391
ALICANTE/ALACANT,ELCHE / ELX,UDM AFYC DE ALICANTE. ELCHE. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,4,38.2653307,-0.6988391
ALICANTE/ALACANT,ELCHE / ELX,UDM AFYC DE ALICANTE. H.U. VINALOPÓ PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,3,38.2653307,-0.6988391
ALICANTE/ALACANT,ELCHE / ELX,UD ENFOBG (EVES). H. GENERAL UNIVERSITARIO DE ELCHE. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,8,38.2653307,-0.6988391
ALICANTE/ALACANT,ELCHE / ELX,UDM OBSTETRICIA Y GINECOLOGÍA DEL H. UNIVERSITARIO DEL VINALOPÓ PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,3,38.2653307,-0.6988391
ALICANTE/ALACANT,ELCHE / ELX,UDM PEDIATRÍA DEL H. UNIVERSITARIO DE VINALOPÓ PLAZAS ELEGIBLES PLAZAS ESPECIALIDAD ACREDITADAS MED. FAR. ENF. BIO. QUI. FIS. PSI. ENFERMERÍA PEDIÁTRICA. 1 1,Enfermería Pediátrica.,1,38.2653307,-0.6988391
ALICANTE/ALACANT,ELCHE / ELX,UDM PEDIATRÍA DEL H. GENERAL UNIVERSITARIO DE ELCHE. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,2,38.2653307,-0.6988391
ALICANTE/ALACANT,ELCHE / ELX,UDM SALUD LABORAL DE LA C.VALENCIANA. H. GRAL DE ELCHE. PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,1,38.2653307,-0.6988391
ALICANTE/ALACANT,ELDA,UDM SALUD MENTAL H. GENERAL UNIVERSITARIO DE ELDA-VIRGEN DE LA SALUD. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,2,38.4789671,-0.7956759
ALICANTE/ALACANT,ELDA,UDM AFYC DE ALICANTE. ELDA. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,3,38.4789671,-0.7956759
ALICANTE/ALACANT,ELDA,UDM OBSTETRICIA Y GINECOLOGÍA DEL H. GENERAL UNIVERSITARIO DE ELDA-VIRGEN DE LA SALUD. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,3,38.4789671,-0.7956759
ALICANTE/ALACANT,ORIHUELA,UDM SALUD MENTAL HOSPITAL DE LA VEGA BAJA. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,2,38.0856891,-0.9448805
ALICANTE/ALACANT,ORIHUELA,UDM AFYC DE ALICANTE. ORIHUELA. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,3,38.0856891,-0.9448805
ALICANTE/ALACANT,ORIHUELA,UDM OBSTETRICIA Y GINECOLOGÍA HOSPITAL DE LA VEGA BAJA. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,3,38.0856891,-0.9448805
ALICANTE/ALACANT,SANT JOAN D'ALACANT,UDM SALUD MENTAL DEL H. UNIVERSITARIO SANT JOAN DE ALICANTE. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,2,38.4014162,-0.4359957
ALICANTE/ALACANT,SANT JOAN D'ALACANT,UDM AFYC DE ALICANTE. SANT JOAN. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,4,38.4014162,-0.4359957
ALICANTE/ALACANT,SANT JOAN D'ALACANT,UD ENFOBG (EVES). H.UNIVERSITARIO DE SANT JOAN. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,5,38.4014162,-0.4359957
ALICANTE/ALACANT,SANT JOAN D'ALACANT,UDM PEDIATRÍA DEL H. SANT JOAN. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,1,38.4014162,-0.4359957
ALICANTE/ALACANT,TORREVIEJA,UDM AFYC DE ALICANTE. TORREVIEJA. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,3,37.9775416,-0.6828446
ALICANTE/ALACANT,TORREVIEJA,UDM OBSTETRICIA Y GINECOLOGÍA DEL H. DE TORREVIEJA DR. MANUEL GARCÍA GEA. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,1,37.9775416,-0.6828446
ALICANTE/ALACANT,TORREVIEJA,UDM PEDIATRÍA DEL H. UNIVERSITARIO DE TORREVIEJA DOCTOR MANUEL GARCÍA GEA. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,1,37.9775416,-0.6828446
ALICANTE/ALACANT,VILLAJOYOSA / VILA JOIOSA,UDM SALUD MENTAL DEL H. MARINA BAIXA. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,2,38.5092037,-0.2182581
ALICANTE/ALACANT,VILLAJOYOSA / VILA JOIOSA,UDM AFYC DE ALICANTE. VILLAJOIOSA. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,3,38.5092037,-0.2182581
ALICANTE/ALACANT,VILLAJOYOSA / VILA JOIOSA,UD ENFOBG (EVES). H. MARINA BAIXA DE VILLAJOYOSA. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,3,38.5092037,-0.2182581
ALICANTE/ALACANT,VILLAJOYOSA / VILA JOIOSA,UDM PEDIATRÍA DEL H. MARINA BAIXA. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,1,38.5092037,-0.2182581
CASTELLÓN/CASTELLÓ,CASTELLÓN DE LA PLANA,UDM SALUD MENTAL DEL CONSORCIO HOSPITALARIO PROVINCIAL DE CASTELLÓN. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,3,39.9860347,-0.0377354
CASTELLÓN/CASTELLÓ,CASTELLÓN DE LA PLANA,UDM AFYC CASTELLÓN. CASTELLÓN. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,7,39.9860347,-0.0377354
CASTELLÓN/CASTELLÓ,CASTELLÓN DE LA PLANA,UDM AFYC DE CASTELLÓN. VILA-REAL. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,3,39.9860347,-0.0377354
CASTELLÓN/CASTELLÓ,CASTELLÓN DE LA PLANA,UD ENFOBG (EVES). H. GENERAL UNIVERSITARIO DE CASTELLÓN. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,7,39.9860347,-0.0377354
CASTELLÓN/CASTELLÓ,CASTELLÓN DE LA PLANA,UDM PEDIATRÍA H. GENERAL UNIVERSITARIO DE CASTELLÓN. PLAZAS ELEGIBLES PLAZAS ESPECIALIDAD ACREDITADAS MED. FAR. ENF. BIO. QUI. FIS. PSI. ENFERMERÍA PEDIÁTRICA. 2 2,Enfermería Pediátrica.,2,39.9860347,-0.0377354
CASTELLÓN/CASTELLÓ,CASTELLÓN DE LA PLANA,UDM SALUD LABORAL C. VALENCIANA H. GRAL. UNIVERSITARIO DE CASTELLÓN. PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,1,39.9860347,-0.0377354
CASTELLÓN/CASTELLÓ,VILLARREAL / VILA - REAL,UD ENFOBG (EVES). H. DE LA PLANA. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,2,39.9329581,-0.0965352
VALENCIA/VALÈNCIA,ALZIRA,UDM SALUD MENTAL DEL H. UNIVERSITARIO LA RIBERA. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,2,39.151212,-0.4346556
VALENCIA/VALÈNCIA,ALZIRA,UD ENFOBG (EVES). H. UNIVERSITARIO LA RIBERA. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,5,39.151212,-0.4346556
VALENCIA/VALÈNCIA,ALZIRA,UDM GERIATRÍA DEL H. UNIVERSITARIO LA RIBERA. PLAZAS ELEGIBLES PLAZAS,Enfermería Geriátrica.,1,39.151212,-0.4346556
VALENCIA/VALÈNCIA,GANDIA,UD ENFOBG (EVES) H. FRANCESC DE BORJA. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,2,38.9675925,-0.1803423
VALENCIA/VALÈNCIA,GANDIA,UDM SALUD MENTAL H. FRANCESC DE BORJA. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,1,38.9675925,-0.1803423
VALENCIA/VALÈNCIA,MANISES,UDM AFYC DE VALENCIA. MANISES. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,4,39.492989,-0.4621429
VALENCIA/VALÈNCIA,MANISES,UDM OBSTETRICIA Y GINECOLOGÍA H. DE MANISES. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,1,39.492989,-0.4621429
VALENCIA/VALÈNCIA,MANISES,UDM PEDIATRÍA DEL H. DE MANISES. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,1,39.492989,-0.4621429
VALENCIA/VALÈNCIA,VALENCIA,UDM SALUD MENTAL DEL H. UNIVERSITARI I POLITÈCNIC LA FE. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,3,39.4697065,-0.3763353
VALENCIA/VALÈNCIA,VALENCIA,UDM SALUD MENTAL DEL H. CLÍNICO UNIVERSITARIO DE VALENCIA. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,2,39.4697065,-0.3763353
VALENCIA/VALÈNCIA,VALENCIA,UDM SALUD MENTAL DEL HOSPITAL GENERAL UNIVERSITARIO DE VALENCIA. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,1,39.4697065,-0.3763353
VALENCIA/VALÈNCIA,VALENCIA,UDM AFYC DE VALENCIA. SAGUNTO. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,2,39.4697065,-0.3763353
VALENCIA/VALÈNCIA,VALENCIA,UDM AFYC DE VALENCIA. LA FÉ PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,4,39.4697065,-0.3763353
VALENCIA/VALÈNCIA,VALENCIA,UDM AFYC DE VALENCIA CLINICO. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,4,39.4697065,-0.3763353
VALENCIA/VALÈNCIA,VALENCIA,UDM AFYC DE VALENCIA. DR PESET. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,4,39.4697065,-0.3763353
VALENCIA/VALÈNCIA,VALENCIA,UDM AFYC DE VALENCIA GANDÍA. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,4,39.4697065,-0.3763353
VALENCIA/VALÈNCIA,VALENCIA,UDM AFYC DE VALENCIA. XÁTIVA. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,6,39.4697065,-0.3763353
VALENCIA/VALÈNCIA,VALENCIA,UDM AFYC DE VALENCIA. ARNAU DE VILANOVA. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,4,39.4697065,-0.3763353
VALENCIA/VALÈNCIA,VALENCIA,UDM AFYC DE VALENCIA. REQUENA. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,2,39.4697065,-0.3763353
VALENCIA/VALÈNCIA,VALENCIA,UDM AFYC DE VALENCIA. ALZIRA. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,4,39.4697065,-0.3763353
VALENCIA/VALÈNCIA,VALENCIA,UDM AFYC DE VALENCIA. HOSPITAL GENERAL. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,4,39.4697065,-0.3763353
VALENCIA/VALÈNCIA,VALENCIA,UDM SALUD LABORAL C. VALENCIANA. H. CLINIC I UNIV. DE VALENCIA. PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,1,39.4697065,-0.3763353
VALENCIA/VALÈNCIA,VALENCIA,UDM SALUD LABORAL C. VALENCIANA H.U. I POLITÉCNIC LA FÉ PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,2,39.4697065,-0.3763353
VALENCIA/VALÈNCIA,VALENCIA,UDM SALUD LABORAL C. VALENCIANA H. UNIVERSITARIO DR. PESET. PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,2,39.4697065,-0.3763353
VALENCIA/VALÈNCIA,VALENCIA,UDM SALUD LABORAL C. VALENCIANA. CONSORCIO H. GENERAL UNIVERSITARIO DE VALENCIA. PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,1,39.4697065,-0.3763353
VALENCIA/VALÈNCIA,VALENCIA,UDM SALUD LABORAL QUIRÓN PREVENCIÓN ARCHIDUQUE CARLOS. PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,2,39.4697065,-0.3763353
VALENCIA/VALÈNCIA,VALENCIA,UDM SALUD LABORAL C. VALENCIANA H. ARNAU DE VILANOVA. PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,1,39.4697065,-0.3763353
VALENCIA/VALÈNCIA,VALENCIA,UD ENFOBG (EVES). H. UNIVERSITARIO DOCTOR PESET. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,4,39.4697065,-0.3763353
VALENCIA/VALÈNCIA,VALENCIA,UD ENFOBG (EVES). H.CLIÍNICO UNIVERSITARIO. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,4,39.4697065,-0.3763353
VALENCIA/VALÈNCIA,VALENCIA,UD ENFOBG (EVES). H. GRAL. UNIVERSITARIO DE VALENCIA. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,5,39.4697065,-0.3763353
VALENCIA/VALÈNCIA,VALENCIA,UDM SALUD MENTAL DEL H. UNIVERSITARIO DOCTOR PESET. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,1,39.4697065,-0.3763353
VALENCIA/VALÈNCIA,VALENCIA,UDM OBSTETRICIA Y GINECOLOGÍA DEL H. UNIVERSITARI Y POLITÈCNIC LA FE. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,10,39.4697065,-0.3763353
VALENCIA/VALÈNCIA,VALENCIA,UDM PEDIATRÍA DEL H. CLÍNICO UNIVERSITARIO DE VALENCIA. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,1,39.4697065,-0.3763353
VALENCIA/VALÈNCIA,VALENCIA,UDM PEDIATRÍA DEL H. GENERAL UNIVERSITARI I POLITÈCNIC LA FE. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,4,39.4697065,-0.3763353
VALENCIA/VALÈNCIA,VALENCIA,UDM PEDIATRIA DEL HOSPITAL GENERAL UNIVERSITARIO DE VALENCIA. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,1,39.4697065,-0.3763353
VALENCIA/VALÈNCIA,XÀTIVA,UDM SALUD LABORAL C. VALENCIANA. H. LLUIS ALCANYIS DE XÁTIVA. PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,1,38.988085,-0.5200428
VALENCIA/VALÈNCIA,XÀTIVA,UD ENFOBG (EVES) H. LLUIS ALCANYIS. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,4,38.988085,-0.5200428
BADAJOZ,BADAJOZ,UDM SALUD MENTAL C.H.UNIVERSITARIO DE BADAJOZ. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,2,38.878187,-6.9701115
BADAJOZ,BADAJOZ,UDM AFYC ÁREA DE SALUD DE BADAJOZ. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,17,38.878187,-6.9701115
BADAJOZ,BADAJOZ,UD ENFOBG SERVICIO EXTREMEÑO DESALUD. C.H. UNIVERSITARIO DE BADAJOZ. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,7,38.878187,-6.9701115
BADAJOZ,BADAJOZ,UDM PEDIATRÍA C.H. UNIVERSITARIO DE BADAJOZ. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,4,38.878187,-6.9701115
BADAJOZ,DON BENITO,UDM AFYC ÁREA SALUD DON BENITO-VILLANUEVA DE LA SERENA. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,6,38.9540269,-5.8619466
BADAJOZ,LLERENA,UDM AFYC ÁREA DE SALUD LLERENA-ZAFRA. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,5,38.2378976,-6.0149901
BADAJOZ,MÉRIDA,UDM SALUD MENTAL DEL C.H. DE MÉRIDA. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,1,38.9174665,-6.3443977
BADAJOZ,MÉRIDA,UDM AFYC ÁREA DE MÉRIDA. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,6,38.9174665,-6.3443977
BADAJOZ,MÉRIDA,UD ENFOBG SERVICIO EXTREMEÑO DE SALUD. H. DE MÉRIDA. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,2,38.9174665,-6.3443977
CÁCERES,CÁCERES,UDM SALUD MENTAL DEL C.H. UNIVERSITARIO DE CÁCERES. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,1,39.4745175,-6.3716761
CÁCERES,CÁCERES,UDM AFYC ÁREA DE SALUD DE CÁCERES. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,9,39.4745175,-6.3716761
CÁCERES,CÁCERES,UDM PEDIATRÍA DEL C.H. UNIVERSITARIO DE CÁCERES. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,2,39.4745175,-6.3716761
CÁCERES,CÁCERES,UDM SALUD LABORAL DEL C.H. UNIVERSITARIO DE CÁCERES. PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,1,39.4745175,-6.3716761
CÁCERES,CÁCERES,UD ENFOBG SERVICIO EXTREMEÑO DE SALUD. C.H. UNIVERSITARIO DE CÁCERES. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,2,39.4745175,-6.3716761
CÁCERES,CÁCERES,UDM GERIATRÍA C.H. DE CÁCERES. PLAZAS ELEGIBLES PLAZAS,Enfermería Geriátrica.,2,39.4745175,-6.3716761
CÁCERES,CORIA,UDM AFYC DEL ÁREA DE SALUD DE CORIA. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,4,39.9831574,-6.5366803
CÁCERES,NAVALMORAL DE LA MATA,UDM AFYC ÁREA DE SALUD DE NAVALMORAL DE LA MATA. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,2,39.8928306,-5.5401199
CÁCERES,PLASENCIA,UDM SALUD MENTAL DEL ÁREA DE SALUD DE PLASENCIA. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,1,40.029921,-6.090168
CÁCERES,PLASENCIA,UDM AFYC PLASENCIA. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,4,40.029921,-6.090168
CÁCERES,PLASENCIA,UDM GERIATRÍA H. VIRGEN DEL PUERTO. PLAZAS ELEGIBLES PLAZAS,Enfermería Geriátrica.,1,40.029921,-6.090168
A CORUÑA,CORUÑA (A),UDM SALUD MENTAL DEL C.H. UNIVERSITARIO A CORUÑA. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,5,42.8814573,-8.5459201
A CORUÑA,CORUÑA (A),UDM AFYC GERENCIA A.P. A CORUÑA. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,10,42.8814573,-8.5459201
A CORUÑA,CORUÑA (A),UD ENFOBG -SERGAS- C.H. UNIVERSITARIO A CORUÑA. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,4,42.8814573,-8.5459201
A CORUÑA,CORUÑA (A),UDM PEDIATRÍA DEL C.H.UNIVERSITARIO DE A CORUÑA. PLAZAS ELEGIBLES PLAZAS ESPECIALIDAD ACREDITADAS MED. FAR. ENF. BIO. QUI. FIS. PSI. ENFERMERÍA PEDIÁTRICA. 5 5,Enfermería Pediátrica.,5,42.8814573,-8.5459201
A CORUÑA,FERROL,UDM SALUD MENTAL DEL CH UNIVERSITARIO DE FERROL. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,2,43.4845713,-8.2329968
A CORUÑA,FERROL,UDM AFYC ÁREA SANITARIA FERROL. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,8,43.4845713,-8.2329968
A CORUÑA,FERROL,UD ENFOBG -SERGAS- C.H. UNIVERSITARIO DE FERROL. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,2,43.4845713,-8.2329968
A CORUÑA,SANTIAGO DE COMPOSTELA,UDM SALUD MENTAL DE SANTIAGO DE COMPOSTELA. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,4,42.8804219,-8.5458608
A CORUÑA,SANTIAGO DE COMPOSTELA,UDM AFYC DE SANTIAGO DE COMPOSTELA. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,14,42.8804219,-8.5458608
A CORUÑA,SANTIAGO DE COMPOSTELA,UD ENFOBG -SERGAS- C.H. UNIVERSITARIO DE SANTIAGO DE COMPOSTELA. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,3,42.8804219,-8.5458608
A CORUÑA,SANTIAGO DE COMPOSTELA,UDM PEDIATRÍA C.H. UNIVERSITARIO DE SANTIAGO DE COMPOSTELA. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,2,42.8804219,-8.5458608
LUGO,LUGO,UDM SALUD MENTAL DE LUGO. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,2,42.9913123,-7.5908294
LUGO,LUGO,UDM AFYC DE LUGO. C.H. UNIVERSITARIO DE LUGO. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,8,42.9913123,-7.5908294
LUGO,LUGO,UD ENFOBG -SERGAS- C.H. UNIVERSITARIO DE LUGO. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,2,42.9913123,-7.5908294
LUGO,LUGO,UDM PEDIATRÍA C.H. UNIVERSITARIO DE LUGO. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,2,42.9913123,-7.5908294
LUGO,LUGO,UDM GERIATRÍA DEL C.H. UNIVERSITARIO DE LUGO. PLAZAS ELEGIBLES PLAZAS,Enfermería Geriátrica.,2,42.9913123,-7.5908294
OURENSE,OURENSE,UDM AFYC DE OURENSE. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,7,42.3438932,-7.8571792
OURENSE,OURENSE,UD ENFOBG -SERGAS- C.H. DE OURENSE. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,2,42.3438932,-7.8571792
OURENSE,OURENSE,UDM PEDIATRÍA DEL C.H. UNIVERSITARIO DE OURENSE. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,2,42.3438932,-7.8571792
OURENSE,OURENSE,UDM SALUD MENTAL C. H. DE OURENSE. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,6,42.3438932,-7.8571792
PONTEVEDRA,PONTEVEDRA,UDM SALUD MENTAL DE PONTEVEDRA. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,1,42.4318876,-8.6431592
PONTEVEDRA,PONTEVEDRA,UDM AFYC DE PONTEVEDRA. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,8,42.4318876,-8.6431592
PONTEVEDRA,PONTEVEDRA,UD ENFOBG -SERGAS-C.H. UNIVERSITARIO DE PONTEVEDRA. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,2,42.4318876,-8.6431592
PONTEVEDRA,PONTEVEDRA,UDM PEDIATRÍA DEL C.H. UNIVERSITARIO DE PONTEVEDRA. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,1,42.4318876,-8.6431592
PONTEVEDRA,VIGO,UDM AFYC DE VIGO. H. POVISA. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,7,42.2376602,-8.7247205
PONTEVEDRA,VIGO,UDM AFYC DE VIGO. C.H. UNIVERSITARIO DE VIGO (EOXI VIGO). PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,17,42.2376602,-8.7247205
PONTEVEDRA,VIGO,UDM DE SALUD LABORAL QUIRÓN PREVENCIÓN GALICIA. PLAZAS ELEGIBLES PLAZAS,Enfermería Del Trabajo.,2,42.2376602,-8.7247205
PONTEVEDRA,VIGO,UD ENFOBG SERGAS. C.H. UNIVERSITARIO. EOXI VIGO. PLAZAS ELEGIBLES PLAZAS,Enfermería Obstetrico-Ginecológica.,5,42.2376602,-8.7247205
PONTEVEDRA,VIGO,UDM PEDIATRÍA C.H.UNIVERSITARIO DE VIGO. EOXI VIGO. PLAZAS ELEGIBLES PLAZAS,Enfermería Pediátrica.,4,42.2376602,-8.7247205
PONTEVEDRA,VIGO,UDM GERIATRÍA COMPLEJO HOSPITALARIO UNIVERSITARIO DE VIGO-EOXI VIGO. PLAZAS ELEGIBLES PLAZAS,Enfermería Geriátrica.,2,42.2376602,-8.7247205
PONTEVEDRA,VIGO,UDM SALUD MENTAL C.H. UNIVERSITARIO DE VIGO - EOXI VIGO. PLAZAS ELEGIBLES PLAZAS,Enfermería De Salud Mental.,4,42.2376602,-8.7247205
MADRID,ALCALÁ DE HENARES,UDM AFYC MADRID ESTE. H. UNIVERSITARIO PRÍNCIPE DE ASTURIAS. PLAZAS ELEGIBLES PLAZAS,Enfermería Familiar Y Comunitaria.,4,40.481954,-3.363981
